,PRT_ID,SALES_PRICE
582,P08171,20493044.0
583,P00456,12119885.0
584,P04128,6495670.5
585,P02328,13432363.0
586,P00793,13636841.0
587,P02409,8546357.0
588,P01064,13209064.0
589,P05038,12109833.0
590,P05479,8384469.5
591,P00326,8820423.0
592,P00974,7623444.0
593,P05278,11156569.0
594,P08168,9477636.0
595,P05103,13557404.0
596,P04646,9330913.0
597,P08299,11482846.0
598,P00859,11605998.0
599,P02708,4657963.0
600,P09223,9145551.0
601,P03765,8205394.5
602,P03835,13622257.0
603,P02787,12936862.0
604,P00567,20362092.0
605,P01184,20654718.0
606,P04181,8901785.0
607,P01221,12860938.0
608,P09360,8152339.5
609,P07530,11536609.0
610,P04603,6992604.0
611,P01306,8798437.0
612,P08283,19823330.0
613,P05162,11384601.0
614,P09889,11037870.0
615,P09432,9233433.0
616,P01524,18373000.0
617,P07172,14433543.0
618,P03266,7145790.0
619,P07889,9753938.0
620,P04431,7084686.0
621,P01797,9264694.0
622,P00268,13247440.0
623,P08897,11885805.0
624,P04788,7607256.0
625,P08215,10580653.0
626,P03595,9529369.0
627,P01202,13366068.0
628,P01297,15130494.0
629,P00618,12923051.0
630,P05952,14026020.0
631,P00102,14930791.0
632,P09921,15583656.0
633,P09040,14851236.0
634,P01561,18976770.0
635,P03040,12279766.0
636,P01726,9678807.0
637,P08303,13111446.0
638,P08679,7799846.5
639,P00044,13965663.0
640,P03533,6607074.0
641,P04424,9570353.0
642,P04909,13908748.0
643,P00235,11439802.0
644,P05419,8480286.0
645,P05054,10215880.0
646,P03596,6814244.0
647,P07307,12533910.0
648,P05807,9320916.0
649,P05815,5077383.5
650,P09586,12789216.0
651,P07811,7802815.0
652,P06349,7018847.5
653,P02253,10098825.0
654,P02795,12044000.0
655,P06160,2671274.25
656,P00762,19574302.0
657,P00731,13510062.0
658,P02460,8812478.0
659,P03135,16037446.0
660,P00013,10066210.0
661,P02202,8475435.0
662,P05706,18277510.0
663,P06135,8114920.5
664,P05349,11993750.0
665,P06331,6987897.5
666,P03673,11021566.0
667,P07108,9074172.0
668,P03471,9592374.0
669,P06194,8894996.0
670,P05433,6297285.0
671,P03263,10799055.0
672,P05463,9982770.0
673,P02095,8226644.5
674,P04411,3702675.0
675,P02266,12453342.0
676,P04589,5901501.0
677,P02187,12780730.0
678,P03438,10855619.0
679,P09224,8625389.0
680,P08410,9057952.0
681,P09790,9290706.0
682,P09729,10790634.0
683,P04857,9315193.0
684,P06887,12073440.0
685,P04640,8986434.0
686,P00207,9668179.0
687,P03508,6763853.0
688,P05938,5962343.0
689,P03547,14637815.0
690,P05288,6007152.5
691,P05420,4682709.0
692,P02326,12103645.0
693,P06785,8672420.0
694,P07151,11502596.0
695,P04014,14102633.0
696,P08263,10528734.0
697,P07365,13422605.0
698,P09960,9356701.0
699,P02196,8684586.0
700,P07441,8527624.0
701,P09069,14453985.0
702,P05937,7766237.5
703,P05930,9895604.0
704,P01100,11439409.0
705,P03395,10887573.0
706,P07971,9511991.0
707,P04746,10269409.0
708,P08162,11303333.0
709,P07666,7818882.5
710,P04537,8283832.0
711,P03593,13794562.0
712,P01054,13449745.0
713,P07884,14870341.0
714,P01290,10506206.0
715,P00320,16965304.0
716,P04621,7079201.5
717,P03877,18075530.0
718,P06541,11284269.0
719,P08952,7742255.5
720,P04902,7184931.5
721,P01800,9064226.0
722,P08866,13457597.0
723,P04898,7963316.0
724,P09112,10424883.0
725,P04962,11815013.0
726,P09567,14140234.0
727,P04072,9675595.0
728,P07859,13691337.0
729,P09852,10402994.0
730,P09042,14393708.0
731,P01141,9493992.0
732,P00805,10102736.0
733,P05860,21612008.0
734,P03638,17542176.0
735,P05972,13496335.0
736,P09829,17044736.0
737,P07286,10147831.0
738,P01416,8317666.0
739,P02104,8114649.5
740,P03028,8069804.5
741,P07450,8195580.0
742,P08176,9087127.0
743,P06305,8280807.0
744,P01242,13710675.0
745,P02341,9697101.0
746,P01842,6198419.0
747,P06403,8825346.0
748,P07301,8901530.0
749,P09454,7640104.0
750,P02514,5287454.0
751,P01440,10618296.0
752,P07960,11130639.0
753,P07390,9080145.0
754,P08137,11248083.0
755,P02599,10825782.0
756,P07625,8578964.0
757,P07970,13487868.0
758,P00038,12685817.0
759,P07030,9756338.0
760,P03591,12152292.0
761,P00492,8987668.0
762,P05265,12369942.0
763,P09261,8181781.0
764,P09858,9628981.0
765,P04062,5237773.0
766,P00260,15173642.0
767,P01610,8342690.5
768,P05645,9006201.0
769,P00336,15904692.0
770,P07797,11479320.0
771,P02312,12544817.0
772,P04276,10964681.0
773,P05730,14364664.0
774,P02704,19624396.0
775,P00232,7148618.5
776,P07615,7496762.5
777,P06795,13258512.0
778,P06949,8117451.5
779,P04559,13091754.0
780,P05689,11097315.0
781,P04881,19219148.0
782,P05848,9416337.0
783,P05839,10728472.0
784,P04496,16167454.0
785,P08638,21579056.0
786,P09949,10150076.0
787,P09995,10148392.0
788,P08243,9915707.0
789,P02538,10586466.0
790,P07590,10662458.0
791,P00710,15340971.0
792,P02942,9505298.0
793,P03092,7586115.5
794,P07694,10804144.0
795,P03788,7950984.5
796,P08111,8448795.0
797,P09810,13006980.0
798,P06309,14570517.0
799,P02728,9474166.0
800,P07655,11638674.0
801,P00124,11068101.0
802,P02546,12513654.0
803,P08013,21347106.0
804,P01044,12039406.0
805,P02295,8959701.0
806,P10011,13614101.0
807,P08259,8440186.0
808,P01716,9152601.0
809,P04251,4018924.25
810,P08497,12954689.0
811,P00835,7997656.0
812,P00996,9659811.0
813,P09897,9966408.0
814,P05993,18355592.0
815,P09757,9730320.0
816,P04654,12793266.0
817,P03643,11918132.0
818,P05939,18622508.0
819,P01192,13370989.0
820,P03238,13375632.0
821,P05146,9833139.0
822,P07037,11296523.0
823,P07214,14087739.0
824,P01461,10091027.0
825,P01648,5406945.0
826,P02175,12623159.0
827,P04120,6501732.0
828,P05988,11100956.0
829,P05721,11439279.0
830,P04464,18252148.0
831,P01630,5835795.5
832,P00091,10725996.0
833,P09356,8526851.0
834,P02683,9148185.0
835,P03759,12171940.0
836,P06093,9272012.0
837,P03388,13146404.0
838,P09467,4592750.5
839,P09859,8936660.0
840,P09609,11807399.0
841,P04896,10208342.0
842,P05949,13334951.0
843,P02002,5284258.0
844,P06714,10416456.0
845,P08095,13620854.0
846,P01638,10490847.0
847,P00202,10787938.0
848,P01621,10370662.0
849,P09424,8844961.0
850,P00490,12855787.0
851,P04205,12496076.0
852,P02379,13348285.0
853,P06620,11642981.0
854,P09646,14434975.0
855,P05688,10586507.0
856,P08878,6776656.5
857,P01466,12331732.0
858,P01940,5269950.0
859,P09840,15127868.0
860,P03990,14520856.0
861,P09602,8775468.0
862,P09774,10225276.0
863,P06268,9123981.0
864,P04017,6299171.0
865,P06385,9954933.0
866,P00024,8946040.0
867,P02663,9694327.0
868,P03312,12328815.0
869,P04039,10793660.0
870,P08623,7320237.5
871,P02068,12121388.0
872,P00985,19660362.0
873,P01659,12204952.0
874,P00104,19289476.0
875,P02958,12379761.0
876,P07934,15735505.0
877,P00440,15053234.0
878,P02043,12280844.0
879,P04689,14256629.0
880,P02836,8316857.0
881,P06335,10377291.0
882,P08934,8024265.5
883,P04671,12825907.0
884,P05317,3020102.0
885,P03701,8992607.0
886,P06070,20703350.0
887,P08116,6256698.5
888,P05140,8381831.0
889,P01373,11812602.0
890,P02628,11155442.0
891,P04773,7472515.0
892,P09842,16364771.0
893,P03099,15428004.0
894,P09083,13907024.0
895,P03650,17969482.0
896,P03539,9505552.0
897,P03275,4434138.5
898,P03380,13537766.0
899,P03937,4917425.5
900,P08991,19470118.0
901,P00497,11291525.0
902,P00592,9139273.0
903,P06365,11435897.0
904,P00271,12332061.0
905,P03477,6768344.0
906,P05922,8975984.0
907,P08761,12579415.0
908,P08734,10164161.0
909,P08183,7444468.5
910,P07804,13049896.0
911,P05385,4727544.5
912,P02614,8631181.0
913,P03042,7214435.5
914,P07999,12576201.0
915,P08510,10771921.0
916,P00318,12718379.0
917,P03605,13039694.0
918,P00417,18858276.0
919,P07324,22260990.0
920,P07491,11349781.0
921,P01969,12790265.0
922,P03364,13661130.0
923,P04864,4796312.5
924,P06176,9215733.0
925,P05545,10208088.0
926,P04265,17587270.0
927,P09759,6653802.5
928,P01311,13789248.0
929,P08957,12079797.0
930,P05178,7889802.0
931,P05903,5829521.0
932,P08204,14212808.0
933,P09487,7358362.5
934,P00333,7861051.5
935,P04429,3102517.25
936,P08606,8284590.5
937,P08521,18336066.0
938,P01348,7070147.5
939,P09547,15046144.0
940,P01228,13973576.0
941,P03920,11337989.0
942,P06086,12791655.0
943,P00059,8626845.0
944,P02949,6612860.5
945,P06025,5649039.5
946,P03424,13656128.0
947,P05089,11795401.0
948,P00348,11281106.0
949,P09247,7455829.5
950,P04547,13137430.0
951,P07493,22212132.0
952,P07052,12339025.0
953,P09442,12539793.0
954,P06829,19749436.0
955,P06388,10584407.0
956,P04985,12991162.0
957,P02152,10465326.0
958,P01764,20518584.0
959,P02666,11461074.0
960,P01696,9607315.0
961,P02821,11970165.0
962,P09878,10591596.0
963,P03075,6457641.5
964,P08563,6270222.5
965,P07271,9732937.0
966,P03483,17207670.0
967,P09437,10160575.0
968,P02491,11831182.0
969,P04193,10088122.0
970,P09716,9827045.0
971,P05887,6613611.0
972,P04454,9722139.0
973,P06170,5516317.0
974,P03530,13913843.0
975,P09877,10137152.0
976,P06852,15703843.0
977,P05933,13289425.0
978,P00657,8262443.0
979,P06748,9833908.0
980,P07013,8521006.0
981,P05649,12520817.0
982,P06061,10563513.0
983,P02790,11284657.0
984,P02410,14971142.0
985,P09249,14219478.0
986,P09635,12564932.0
987,P08185,11294045.0
988,P03057,6227024.5
989,P00799,13459214.0
990,P01960,17839236.0
991,P06526,7369739.5
992,P04692,5565826.0
993,P01304,13432107.0
994,P05581,12387815.0
995,P07533,8086121.0
996,P06659,12158088.0
997,P03632,5420342.5
998,P09125,9757399.0
999,P06024,8667013.0
1000,P08040,20332596.0
1001,P03695,8817269.0
1002,P04735,7978572.5
1003,P03843,16588020.0
1004,P09133,11631350.0
1005,P01261,11713368.0
1006,P07336,9030644.0
1007,P09251,11777888.0
1008,P08057,6819503.5
1009,P04183,11904296.0
1010,P05828,7893203.5
1011,P04321,6528399.0
1012,P06605,16372951.0
1013,P02259,11330877.0
1014,P02766,7043322.0
1015,P04539,8894640.0
1016,P09323,7391792.0
1017,P01776,12499342.0
1018,P04169,9121127.0
1019,P09334,6478558.5
1020,P06849,7992440.5
1021,P01547,7385077.0
1022,P09667,12333684.0
1023,P05792,7697544.5
1024,P02909,12524638.0
1025,P01540,6018540.5
1026,P02224,7683118.5
1027,P08378,12585295.0
1028,P09647,13684862.0
1029,P09752,9299926.0
1030,P05337,5232201.0
1031,P09532,9420630.0
1032,P01637,11076126.0
1033,P04036,10564762.0
1034,P05462,8402568.0
1035,P09955,14608362.0
1036,P07991,12173821.0
1037,P05982,10674464.0
1038,P00547,8488709.0
1039,P09045,14760473.0
1040,P05977,12801394.0
1041,P09331,7870315.5
1042,P06474,6299261.0
1043,P00365,9004209.0
1044,P09641,9480095.0
1045,P06362,14249153.0
1046,P06140,7922563.0
1047,P00077,8504591.0
1048,P02277,12098705.0
1049,P03390,15345507.0
1050,P03402,14448086.0
1051,P04776,12206488.0
1052,P00540,7478296.5
1053,P09587,12571308.0
1054,P00313,14965232.0
1055,P01300,5911821.0
1056,P07577,15516419.0
1057,P03039,13727265.0
1058,P05207,7941353.0
1059,P09494,9533241.0
1060,P08403,8733140.0
1061,P06502,6356730.5
1062,P06493,10986180.0
1063,P00672,11832491.0
1064,P07302,13723862.0
1065,P09543,7919979.0
1066,P04767,10104953.0
1067,P00619,12322233.0
1068,P01077,7669158.0
1069,P07886,5667029.5
1070,P01870,11738954.0
1071,P04065,19117946.0
1072,P00436,10900248.0
1073,P02284,14638541.0
1074,P06897,13314568.0
1075,P08502,19947468.0
1076,P09678,7603745.5
1077,P02345,8335803.5
1078,P09644,9939300.0
1079,P04488,6059980.0
1080,P09096,11904205.0
1081,P04030,12452274.0
1082,P08949,10592627.0
1083,P08218,9422553.0
1084,P03375,8092292.5
1085,P00946,8421766.0
1086,P08398,15219990.0
1087,P08993,12444343.0
1088,P03514,9883305.0
1089,P02315,5433980.5
1090,P02610,6837992.0
1091,P01214,11921246.0
1092,P06059,12479522.0
1093,P00462,13262280.0
1094,P06921,13698364.0
1095,P06800,6850838.0
1096,P04267,9866994.0
1097,P00179,20124214.0
1098,P01729,12494527.0
1099,P03269,9346070.0
1100,P02808,10818063.0
1101,P00349,7831629.0
1102,P05032,15026900.0
1103,P09747,10925350.0
1104,P10020,12418712.0
1105,P07162,9945520.0
1106,P04166,12154401.0
1107,P06777,13040664.0
1108,P05497,6325846.0
1109,P08354,14869433.0
1110,P02912,7838555.5
1111,P06021,7528724.0
1112,P09364,13191062.0
1113,P00693,18116672.0
1114,P00605,13091230.0
1115,P04149,7296310.5
1116,P03647,11145680.0
1117,P09228,12861870.0
1118,P03742,7276332.5
1119,P04327,20894084.0
1120,P09982,12989180.0
1121,P08632,8825329.0
1122,P01126,12921030.0
1123,P03480,9468602.0
1124,P04361,8778381.0
1125,P08349,11039533.0
1126,P04425,10262634.0
1127,P09455,10734469.0
1128,P03095,8153303.5
1129,P04349,17563402.0
1130,P08219,6686856.0
1131,P04517,6203978.0
1132,P00523,14604907.0
1133,P07874,12665678.0
1134,P09907,10420311.0
1135,P05273,9143563.0
1136,P08515,12634601.0
1137,P04996,13994033.0
1138,P04155,6834413.0
1139,P09535,11065864.0
1140,P07983,9254344.0
1141,P07289,7850256.0
1142,P02058,13768276.0
1143,P08222,9477383.0
1144,P00923,21946150.0
1145,P09081,9674119.0
1146,P04495,4772477.0
1147,P04133,8478013.0
1148,P08946,8123631.5
1149,P06224,7181540.5
1150,P04469,8230301.0
